author_id	name
223	Arthur Golden
224	Kent Haruf
225	Patricia D Cornwell
226	Patricia D. Cornwell
227	Carol J. Farley
228	Tom Newsom
229	Kathleen E. Woodiwiss
230	Belva Plain
231	Mark Haddon
232	Ann Brashares
233	Erich Segal
234	Elizabeth Adler
235	Nicholas Sparks
236	John Saul
237	Steve Thayer
238	Tracy Chevalier
239	Judith Kelman
240	Michael Palmer
241	Francine Hughes
242	Norman Bridwell
243	Frank McCourt
244	Malachy Mccourt
245	Mari Sandoz
246	Anne Perry
247	Alexander Mccall Smith
248	Barbara Bergman
249	Gregory Maguire
250	Yann Martel
251	Ruth Rendell
252	Al Franken
253	Donna Tartt
254	John Milne
255	Terry Pratchett
256	E. B. White
257	Garth Williams
258	J. M. Barrie
259	Mary O'Hara
260	Paul Kidby
261	Louise Rennison
262	JANE AUSTEN
263	Kenneth Grahame
264	Bernard Cornwell
265	Charles De Lint
266	Lord Dunsany
267	Neil Gaiman
268	Georgette Heyer
269	Oscar Wilde
270	Jeffrey Eugenides
271	Ted Hughes
272	Andrew Davidson
273	Roald Dahl
274	Quentin Blake
275	Donna Jo Napoli
276	A.S. Byatt
277	Tanuja Desai Hidier
278	Sophie Kinsella
279	Isabel Wolff
280	Louisa May Alcott
281	Margaret Drabble
282	George Orwell
283	Charles Dickens
284	Isabel Allende
285	Ellen Datlow
286	Terri Windling
287	Charles Vess
288	Neil Gaim
289	Joseph Heller
290	John Galsworthy
291	Enid Blyton
292	Alan Moore
293	Kevin O'Neill
294	Ben Dimagmaliw
295	Sam Kieth
296	Mike Dringenberg
297	Malcolm Jon
298	John Bolton
299	Trudy Suggs
300	Tom Wolfe
301	Brady Udall
302	Homer Hickam
303	Pearl Abraham
304	Sebastian Junger
305	Karen Armstrong
306	Mary Barnard
307	Dudley Fitts
308	David Brin
309	T. C. Boyle
310	T. Coraghessan Boyle
311	Plato
312	Alexander Nehamas
313	Paul Woodruff
314	Lynda Madaras
315	Dane Saavedra
316	Jackie Aher
317	Stephen Mccauley
318	Isabelle Holland
319	Pam Conrad
320	Lurlene Mcdaniel
321	Brian Kaufman
322	John Darnton
323	Martin Schenk
324	David Eddings
325	Leigh Eddings
326	Paul Reiser
327	David G. Hartwell
328	Kathryn Cramer
329	Dave Barry
330	John R. Holt
331	Theodore Beale
332	Frank M. Robinson
333	Mary Jane Clark
334	Mary Shelley
335	Robert Westall
336	Robert B. Parker
337	Rita Chapman Works
338	Mark Carwardine
339	A. Manette Ansay
340	Sarah Waters
341	Anne Frank
342	Barry Lopez
343	Greg Palast
344	Andrea Kane
345	Nevada Barr
346	Margaret Maron
347	Edna Barker
348	Shelagh Rogers
349	Muriel Whitaker
350	John Irving
351	William Golding
352	Hermann Stiehl
353	HarperReference
354	LTD
355	Ann Patchett
356	Lane Smith
357	Sue Monk; Sue Monk Kidd Kidd
358	Roseanne J. Serra (Co
359	Bob Thiele
360	Bob Golden
361	Steve Allen
362	Colleen Mccullough
363	Joanne Harris
364	Thomas Cahill
365	Michael Hudson
366	Jane Smiley
367	Dick Francis
368	Nora Roberts
369	Jean Marzollo
370	Walter Wick
371	Carol Devine Carson
372	Barbara Delinsky
373	P. D. James
374	Arthur W. Upfield
375	Christopher Rice
376	Rex Stout
377	Joan Anderson
378	Vance Havner
379	Warren W. Wiersbe
380	Max Lucado
381	Larry Crabb
382	Barry Neil Kaufman
383	Bob Sjogren
384	Frederick J. Moody
385	Neal Pirolo
386	William Sleator
387	Antoine De Saint-Exupery
388	Richard Bach
389	Kevin Sullivan
390	Michele Morgan
391	Scott Cunningham
392	David Allen Hulse
393	Richard Webster
394	Bernard King
395	Pat Hutchins
396	William Shakespeare
397	Roma Gill
398	Melissa McClone
399	Cheryl St. John
400	Lewis Carroll
401	Martin Gardner
402	Mark Twain
403	Mary Crow Dog
404	Richard Erdoes
405	Linda Gordon
406	Florence King
407	Alice Sebold
408	Spalding Gray
409	Thomas Harris
410	Edward Rutherfurd
411	Margaret Atwood
412	Dorothy Allison
413	Maya Angelou
414	Edith Wharton
415	Mary Brave Bird
416	John G. Neihardt
417	Vine Deloria Jr.
418	Roland Warren
419	Johnny Molloy
420	James McCourt
421	Wayne Koestenbaum
422	Elizabeth Wurtzel
423	Bill Bradley
424	Don Miguel Ruiz
425	Paul Lester
426	Leo Tolstoy
427	Simon Nye
428	Robert A Johnson
429	Marc Gascoigne
430	Stephanie Maze
431	Sandra Dallas
432	Anne McCaffrey
433	David Gemmell
434	Laura Zigman
435	Margaret Truman
436	Mark C. Young
437	Paula Danziger
438	Tony Ross
439	Richard A. Lupoff
440	Bruce Coville
441	Carrie A. Bebris
442	Ellen Carol Dubois
443	Candice F. Ransom
444	Sam Bobrick
445	Julie Stein
446	Price Stern Sloan
447	Anna
448	And Vogel
449	Malvina (Editor) Sewell
450	Marian Leighton
451	Donna K. Grosvenor
452	James L. Stanfield
453	Mary Wollstonecraft Shelley
454	D. J. Arneson
455	Eva Clif
456	Valerie Block
457	Luanne Rice
458	Ellen Gilchrist
459	Tim Gautreaux
460	Richard Russo
461	Jostein Gaarder
462	Anna Quindlen
463	Diane Johnson
464	Wally Lamb
465	Adeline Yen Mah
466	Barbara Ehrenreich
467	Dorothy Dunnett
468	John LeCarre
469	Singer Media Corporation
470	Emily Dickinson
471	Hazel Harrison
472	Joseph Girzone
473	Joseph F. Girzone
474	Lorraine Anderson
475	Ad Hudler
476	Josephine Carlton
477	Ted L. Nancy
478	Jerry Seinfeld
479	Francis Wheen
480	Ellen Rimbauer
481	Joyce Reardon
482	Steven Rimbauer
483	Sidney Sheldon
484	Christopher Moore
485	Pamela Johnson
486	Robert Lacey
487	Tim Dorsey
488	Jodi Compton
489	Elmore Leonard
490	Lynn Coady
491	John Lawton
492	Eileen Yin-Fei Lo
493	Tilden Edwards
494	Vikram Seth
495	Elizabeth Gaskell
496	Elizabeth Porges Watson
497	Anita Diamant
498	Lauren Haney
499	Gerald Stern
500	Martha Grimes
501	Henry James
502	Sarah Orne Jewett
503	William Carlos Williams
504	Rh Value Publishing
505	Harry Kemelman
506	Mil Millington
507	Suzanne G. Farnham
508	Joseph P. Gill
509	R. Taylor McLean
510	Czeslaw Milosz
511	Margaret Guenther
512	Roberto Juarroz
513	Mary Crow
514	Hans Kmoch
515	Barnie F. Winkelman
516	Emma Mclaughlin
517	Nicola Kraus
518	Paul Jennings
519	Mark E. Neely Jr.
520	Stephen J. Weininger
521	Frank R. Stermitz
522	Larry Katzenstein
523	David Steinman
524	Alfie Kohn
525	Paula Polk Lillard
526	David Lewis
527	Billie Livingston
528	Adele Lang
529	Jen Banbury
530	Patricia Daniels Cornwell
531	Catherine Coulter
532	Dominick Dunne
533	Clive Cussler
534	John Pascal
535	Carl Hiaasen
536	Diane Stevenson
537	Jonathan Safran Foer
538	Francesca Marciano
539	Julia Glass
540	Tawni O'Dell
541	Jennifer Weiner
542	Danielle Steel
543	Leon Hale
544	Russell Banks
545	Samuel Taylor Coleridge
546	BRADLEY P WARSHAUER
547	Bradley P. Warshauer
548	Bobbie Ann Mason
549	Karen Robards
550	Emma Lathen
551	Faye Kellerman
552	Jacquelyn Mitchard
553	Diane Mott Davidson
554	Candace Bushnell
555	Kristin Hannah
556	Michael Marshall
557	Allen Widome
558	Wilbur Smith
559	Mike Thaler
560	Jared Lee
561	Michael Slade
562	John Sandford
563	John Camp
564	Tami Hoag
565	Ted Dekker
566	Angela Hunt
567	C. S. Lewis
568	C. S Lewis
569	Will Eisner
570	Robin Cook
571	E. Lynn Harris
572	Linda Goodman
573	Anne Rice
574	Judith Rossner
575	Marilyn French
576	Wayne W. Dyer
577	Armistead Maupin
578	Julie Morgenstern
579	Peter Straub
580	James Maybrick
581	Shirley Harrison
582	Barbara Taylor Bradford
583	Lisa Jackson
584	Sharyn McCrumb
585	Cokie Roberts
586	Shana Corey
587	Mark Teague
588	Jesse S. Ostrow
589	Charles Shaw
590	Justine Korman
591	Bill Langley
592	Ron Dias
593	Walt Disney P
594	Patricia Reilly Giff
595	Beverly Cleary
596	K.A. Applegate
597	Jane Yolen
598	Golden Books
599	Marvin Miller
600	Craig Boldman
601	H. G. Wells
602	Raymond James
603	Jim Deal
604	Bobbie Kalman
605	Mercedes Lackey
606	Dorothy Gilman
607	MoveOn.org
608	Christopher Finch
609	Charles Frazier
610	Julia Spencer-Fleming
611	Fannie Flagg
612	Laura Ingall Wilder
613	Brooke Zimmer
614	John Fontana
615	Lisa Gardner
616	Tracy Dockray
617	Gertrude Chandler Warner
618	Lynn S. Hightower
619	Eric Schlosser
620	Suzanne Brockmann
621	Gail Carson Levine
622	Frances Kuffel
623	Susan Conant
624	David Schickler
625	Judith McNaught
626	JANET EVANOVICH
627	Sylvia Plath
628	Ilona Koidahl
629	Fern Michaels
630	Betsy Byars
631	Bruce Sterling
632	Sarah Ban Breathnach
633	Alice Hoffman
634	Lisa Scottoline
635	Spencer Johnson
636	Kenneth Blanchard
637	David Feldman
638	Kas Schwan
639	Richard Bausch
640	Katie Fforde
641	James Burke
642	Bliss Broyard
643	Sara Paretsky
644	Charles Webb
645	Elizabeth Benedict
646	Stanley Morison; Brooke Crutchley (editor); Mike P
647	Henry Miller
648	David Whyte
649	Thomas Cummings
650	Warren Bennis
651	Gretchen M. Spreitze
652	Martha Beck
653	Desmond Tutu
654	Clayborne Carson
655	Kris Shepard
656	Andrew Young
657	Jack Kerouac
658	Ann Charters
659	Martin Buber
660	Walter Kaufmann
661	Niccolò Machiavelli
662	N. H. Thompson
663	Paul Monette
664	Ernest Hemingway
665	Melody Carlson
666	Alisa Kwitney
667	Billie Letts
668	Melissa Bank
669	Rena Kornreich Gelissen
670	Heather Dune Macadam
671	Moon Unit Zappa
672	Ted Mooney
673	Susan Wiggs
674	Gwyn Hyman Rubio
675	Elisabeth Robinson
676	Audrey Niffenegger
677	Tim Farrington
678	Chaim Potok
679	Scott Spencer
680	V. S. Naipaul
681	Jean Giono
682	Anne-Marie Marina-Médiavilla
683	Alain-Fournier
684	Daniel Leuwers
685	Erich Maria Remarque
686	Alzir Hella
687	Olivier Bournac
688	Roy Lewis
689	René Barjavel
690	Alexandra David-Néel
691	Charles Baudelaire
692	Marie-Jeanne Durry
693	Yves Florenn
694	Jacques Chambon
695	Henri Robillot
696	Radiguet
697	Emile Zola
698	Henri Mitterand
699	Willi Glasauer
700	Louis Pergaud
701	Collectif
702	Robert A. (Anson) Heinlein
703	Sten Nadolny
704	Cheryl Benard
705	Edit Schlaffer
706	Christa Wichterich
707	John Blofeld
708	Christine Obbo
709	Peter B Heim
710	Hera Lind
711	Jane Hamilton
712	Jack Higgins
713	Max Allan Collins
714	David Guterson
715	Bernhard Schlink
716	Carol Brown Janeway
717	Eric Jerome Dickey
718	Patricia Gaffney
719	Richard Paul Evans
720	Marc Levy
721	Laney Katz Becker
722	Vladimir Nabokov
723	Jennifer Lauck
724	Joe Keenan
725	Jeanne Ray
726	Tony Parsons
727	Jane McCafferty
728	Laura Esquivel
729	Cathleen Toelke
730	Carol &amp; Thomas
731	J.R.R. Tolkien
732	Venise Berry
733	Jan Karon
734	Cormac McCarthy
735	Carol Higgins Clark
736	Andrew Gross
737	Travis Thrasher
738	John McEnroe
739	John Kaplan
740	Sally Mandel
741	Linda Lay Shuler
742	Janet Dailey
743	Claude Lanzmann
744	Simone De Beauvoir
745	Lemony Snicket
746	Brett Helquist
747	Matthew Thomas
748	Boris Vian
749	Noël Arnaud
750	Claude Couffon
751	Luis Sepulveda
752	Hubert Selby
753	Jacob Weisberg
754	David Lodge
755	Lily Seafield
756	Philip Ardagh
757	Iain Banks
758	David Crombie
759	John Steinbeck
760	Michael O'Mara
761	Richard Brassey
762	William Vance
763	Jean Van Hamme
764	R. W. Holder
765	From The Editors Of Southwater
766	Bernard Werber
767	Andy Sloss
768	Allan Zola Kronzek
769	Elizabeth Kronzek
770	Charles L Squire
771	Gordon Jarvie
772	Alan Spence
773	Helene Siegel
774	Karen Gillingham
775	A A Milne
776	A. A. Milne
777	Eric Thompson
778	Elizabeth Strout
779	David Sedaris
780	Leslie Feinberg
781	Chris Anne Wolfe
782	Lauren Sanders
783	Gael Baudino
784	Lauren Maddison
785	Carol Anshaw
786	Jean Stewart
787	Emma Donoghue
788	Deborah E. McDowell
789	Karen X. Tulchinsky
790	Jill Thompson
791	Jody Seay
792	Manda Scott
793	Jeff Foxworthy
794	Terry Brooks
795	A.C. Crispin
796	Madelyn Arnold
797	Tamora Pierce
798	Carolyn Chute
799	Sara Orwig
800	Melisa Michaels
801	Isobel Bird
802	Frederik Pohl
803	C. M. Kornbluth
804	Vonda McIntyre
805	John Varley
806	Nancy Garden
807	Nicola Griffith
808	Julie Campbell
809	Lee Smith
810	Jacqueline Woodson
811	Pat Summitt
812	Richard Belzer
813	Nick Hornby
814	Colleen McCullough
815	Andrew L Johnson
816	Marian Babson
817	Kathleen O'Neal Gear
818	W. Michael Gear
819	Paul Phifer
820	Peter Hoeg
821	Erma Bombeck
822	John Mortimer
823	E.L. Doctorow
824	Simon Schama
825	Frank Waters
826	Karen Hesse
827	Kenneth Oppel
828	S.D. Schindler
829	Carol Ryrie Brink
830	Richard Mantel
831	K. A. Applegate
832	Pauline Baynes
833	Shelly Roberts
834	Diane Duane
835	Carolee Brockman
836	Rachel Roberts
837	Shelley Roberts
838	Lensey Namioka
839	Jackie Eileen Behrend
840	Andrew Clements
841	Brian Selznick
842	Lois Lowry
843	Brother Yun
844	Paul Hattaway
845	Katherine Khodorowsky
846	Milena Moser
847	Patricia Highsmith
848	Gabriele Conrad
849	Lore Straßl
850	Jürgen Speh
851	Till R. Lohmeyer
852	Gabriele
853	Stephen R. Donaldson
854	Todd Herzog
855	Sander Gilman
856	John Borneman
857	Robert S. McElvaine
858	Bram Stoker
859	Michael A. Stackpole
860	Langston Hughes
861	Carol Matthews
862	Carole Matthews
863	Jacqueline L. Tobin
864	Raymond G. Dobard
865	Maude S. Wah
866	Marion Zimmer Bradley
867	Andrei Codrescu
868	Carolyne Aarsen
869	Jack Chapman
870	Anthony J Alessandra
871	Charles R Swindoll
872	Orson Scott Card
873	V. A. Howard
874	J. H. Barton
875	Steve Pieczenik
876	Walter P. Wilson
877	Bruce Fries
878	Marty Fries
879	Rush Limbaugh
880	Anne Dingus
881	Kate Chopin
882	Kirk Kazanjian
883	Donald Merriam Allen
884	William R. Maples
885	Michael Browning
886	Carl Hausman
887	Richard Peck
888	Michael Connelly
889	John Lescroart
890	John Jakes
891	Alice McDermott
892	Hilary Bailey
893	Howard Fast
894	Jessica Fletcher
895	Donald Bain
896	Eileen Goudge
897	Arnette Lamb
898	Piers A. Jacob
899	Michael Schulte
900	Walter Cronkite
901	Tom Mula
902	Lois Faye Dyer
903	Sharon Lamb
904	Sir Arthur Conan Doyle
905	Agatha Christie
906	Mark Cohen
907	Sherry Shahan
908	Betsy Haynes
909	Helen R. Myers
910	Della Rowland
911	Irving Adler
912	Elizabeth Peters
913	Shirlee Busbee
914	Emily Brontë
915	Frank Peretti
916	John A. Keel
917	Jan Gabriel
918	Rebecca Winters
919	Meg Cabot
920	Tanith Lee
921	Cathy Thacker
922	Richard Burton
923	Beverly Hastings
924	Savinien Cyrano De Bergerac
925	G. Strachan
926	James C. Robertson
927	Teresa Southwick
928	Barbara H. Solomon
929	Judith Guest
930	Sandra Field
931	Helen Brooks
932	Blanche Fisher Wright
933	Blanche Fish Wright
934	George Gately
935	Dean R. Koontz
936	James Lee Burke
937	Michael Chabon
938	Barbara Michaels
939	Norton Juster
940	Jules Feiffer
941	Michael Blake
942	John Bellairs
943	Carole Nelson Douglas
944	William Goldman
945	Marc Reisner
946	Mark Bowden
947	Jonathan Pearce
948	Emily Bronte
949	Alain De Botton
950	Chuck Palahniuk
951	E. Annie Proulx
952	Adam Davies
953	Harry M. Walker
954	Nicholas Evans
955	L.M. Montgomery
956	Hermann Vinke
957	David Mitchell
958	Charles Bukowski
959	Haruki Murakami
960	Jay Rubin
961	Frances Hodgson Burnett
962	Gabriela Dellosso
963	Patricia C. Wrede
964	Jack London
965	Alex Kershaw
966	Bruce Wilkinson
967	David Kopp
968	Malcolm Goodway
969	Ann-Marie MacDonald
970	Linda Howard
971	Sue Miller
972	Sheri S. Tepper
973	Dr. Seuss
974	Theodor Seuss Geisel
975	Tobias Wolff
976	Isaac Bashevis Singer
977	Maurice Sendak
978	Gary Zukav
979	Alfred H. Kelly
980	Herman Belz
981	Winifred A. Harbison
982	John M. Cooper
983	D. S. Hutchinson
984	John M. Coop
985	B Kliban
986	Judy Blunt
987	William Trevor
988	Alice Walker
989	Stephen Gazi
990	Wallace Stegner
991	Don DeLillo
992	Ralph Ellison
993	Shel Silverstein
994	Jhumpa Lahiri
995	Liz Trigg
996	Tessa Evelegh
997	Stewart Walton
998	Sally Walto
999	Charles Sullivan
1000	Tom Robbins
1001	Ursula Hegi
1002	Samuel Richardson
1003	George Sherburn
1004	Valerie Martin
1005	Gill Farrer-Halls
1006	John Mordock
1007	Myron Korach
1008	Susan Bowes
1009	Diana Gabaldon
1010	Zadie Smith
1011	Natalie Goldberg
1012	Sue Grafton
1013	William J. Kennedy
1014	Bob Shacochis
1015	Randy Alcorn
1016	Nancy Cobb
1017	Connie Grigsby
1018	Margriet De Moor
1019	Helga Van Beuningen
1020	Dale Carnegie
1021	Clifford Stoll
1022	Sandra Cisneros
1023	Gary Paulsen
1024	Marguerite Henry
1025	Wesley Dennis
1026	Sherry Garland
1027	Ann Druyan
1028	Kimberly Kirberger
1029	Ariella Papa
1030	Michael J. Rosen
1031	Dawn Chipman
1032	Pamela Nelson
1033	Mari Florence
1034	Naomi Wax
1035	Shannon Olson
1036	Naylor
1037	Karen Stolz
1038	Clare Naylor
1039	Stephen Chbosky
1040	Margaret Weis
1041	Tracy Hickman
1042	Ivan Doig
1043	Margaret Sayers Peden
1044	Sylvia Nasar
1045	Ha Jin
1046	Elizabeth Laird
1047	Harlan Ellison
1048	Margaret Sayers Peden From The Span
1049	David M. Gitlitz
1050	Dr. Linda Kay Davidson
1051	Wolfgang Hohlbein
1052	Christoph Hein
1053	Gaby Hauptmann
1054	Carolyn See
1055	Christa Wolf
1056	Thomas Brussig
1057	Piers Vitebsky
1058	Christopher A. Weidner
1059	Robert Silverberg
1060	Gabriele Haefs
1061	Christopher Tolkien
1062	H.P. Lovecraft
1063	Pamela Grim
1064	Arthur C. Clarke
1065	Jay Bennett
1066	J. Applegate
1067	Michael J. Straczynski
1068	John Myers Myers
1069	Reay Tannahill
1070	Jack Whyte
1071	STEPHEN R. DONALDSON
1072	Peter Matthiessen
1073	Paul Kent
1074	Robin McKinley
1075	Patricia McKillip
1076	Joan Vinge
1077	James
1078	Hank Whittemore
1079	Caroline Hebard
1080	Ellyn Satter
1081	Bill Brittain
1082	August Wilson
1083	Marilynne Robinson
1084	Sigrid Nunez
1085	Paul Auster
1086	Amanda Scott
1087	John Fowles
1088	Fodor's
1089	A'Lelia Bundles
1090	Dorothy L. Sayers
1091	Jude Deveraux
1092	Anne Morrow Lindbergh
1093	Laurie R. King
1094	Jeanne DuPrau
1095	Louise Erdrich
1096	Melinda Haynes
1097	Belle Yang
1098	Carol Shields
1099	Tim Powers
1100	Jean Lorrah
1101	John Beer
1102	Cordula Swoboda Herzog
1103	Barbara Erskine
1104	Annegrit Arens
1105	Susanne Höbel
1106	Hans J. Alpers
1107	Jerome D. Salinger
1108	Hermann Hesse
1109	Claudia Von Zglinicki
1110	Thorsten Futh
1111	Linda Lael Miller
1112	Anna Jennet
1113	Elaine Crawford
1114	Dian
1115	Jane Feather
1116	William R. Forstchen
1117	Spider Robinson
1118	Dennis L. McKiernan
1119	Rush
1120	Lionel Fenn
1121	Carole Halston
1122	Christine Rimmer
1123	BJ James
1124	Truman Capote
1125	Beth Nimmo
1126	Darrell Scott
1127	Steve Rabey
1128	Johann Wolfgang Von Goethe
1129	Michael Hulse
1130	Michael H
1131	Thomas Elsaesser
1132	Adrian Plass
1133	Bridget Plass
1134	Frank Mccourt
1135	Stephen Quirke
1136	James Herbert
1137	William Sutcliffe
1138	JANOSCH
1139	Jean De Brunhoff
1140	Jean DeBrunhoff
1141	Philippe Fix
1142	Claudia Keller
1143	F. Paul Wilson
1144	Wulf Bergner
1145	Arnold A. Lazarus
1146	Clifford N. Lazarus
1147	Christoph Tr
1148	Clarissa Pinkola Estés
1149	Mascha Rabben
1150	Virginia Allen Jensen
1151	Dorcas Woodbury Haller
1152	Janosch
1153	John Paul Allen
1154	Alan M. Clark
1155	Hubert Jr Selby
1156	G. B. Trudeau
1157	Gary Larson
1158	Garrison Keillor
1159	Berke Breathed
1160	Barbara Ann Kipfer
1161	Stephen Fried
1162	George Stephanopoulos
1163	Rita Mae Brown
1164	Elaine Showalter
1165	Elaine Showalte
1166	Cornelia Funke
1167	Oliver Latsch
1168	Stan Lee
1169	J Kirby
1170	Camille Paglia
1171	James Kahn
1172	Devra Newberger Speregen
1173	Richard
1174	James McBride
1175	Louis Sachar
1176	Adam Mccauley
1177	ANNE MCCAFFREY
1178	Eric Van Lustbader
1179	Robert Asprin
1180	B.M. Mooyaart
1181	Eleanor Roosevelt
1182	Marshall Govindan
1183	Nomi Eve
1184	Bruce Catton
1185	William Gibson
1186	Clement Eaton
1187	H.G. Wells
1188	Darrell K. Sweet
1189	Judy Collins
1190	Oliver Sacks
1191	Annette Broadrick
1192	Rachel Cohn
1193	Carolyn Keene
1194	Rachel Naomi Remen
1195	Jayne Ann Krentz
1196	Joan Smith
1197	Kaye Gibbons
1198	Bryn C. Collins
1199	Peter Jennings
1200	Todd Brewster
1201	Eliza Osborne
1202	Howard Norman
1203	John Griesemer
1204	Marly A. Swick
1205	John L'Heureux
1206	Molly Ivins
1207	Forrest Carter
1208	Umberto Eco
1209	Greg Bear
1210	Kathy Reichs
1211	Jeffrey Deaver
1212	Martin Cruz Smith
1213	V.C. Andrews
1214	Stephen Hill
1215	E.W. Heine
1216	Donna Fletcher
1217	Jeanne Larsen
1218	Bari Wood
1219	James Gould Cozzens
1220	Reidar Jonsson
1221	Marianne Ruuth
1222	June Vendall Clark
1223	Robert Reilly
1224	Kem Nunn
1225	Larry King
1226	Ernest J. Gaines
1227	Anne Lamott
1228	Bret Lott
1229	Zora Neale Hurston
1230	Jude Fisher
1231	Salman Rushdie
1232	G. P. Taylor
1233	Bill Bryson
1234	Ron Walotsky
1235	Judy Astley
1236	Roger E. Allen
1237	Margaret Tempest
1238	Maureen Bradley
1239	James Barclay
1240	Kahlil Gibran
1241	LIBBY PURVES
1242	Jane Kirkpatrick
1243	Tess Gerritsen
1244	Olive Ann Burns
1245	Michael Ende
1246	Ralph Manheim
1247	Annie Proulx
1248	Corrie Ten Boom
1249	John Sherrill
1250	Elizabeth Sherrill
1251	Bodie Thoene
1252	Brock Thoene
1253	Marlo Schalesky
